Amount,AmountCurrency,CandidateBpsFromBest,CandidateExpectedFillPrice,CandidateExpectedFillQty,CandidateLiquidityBucketIdx,CandidateMarket,CandidateMarketBestBid,CandidateMarketBestOffer,Currency,DealtCurrency,Fee,FeeCurrency,Market,MarketOrderID,MarketTradeID,OrderID,Price,PriceAllIn,Quantity,Side,Symbol,Timestamp,TradeID,TransactTime
8.08340004,USDT,0,0.02113908,2139.99,0,bybit,0.021152,0.021173,FLR,FLR,0.00404170002,USDT,bybit,2000196494598341888,2260000001242401430,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021148,0.02113743,382.23,Sell,FLR-USDT,2025-07-22T09:53:23.122657Z,0d5f9f26-81c9-4746-9f13-f8303e9c8dde,2025-07-22T09:53:23.084000Z
12.47157696,USDT,-0.62,0.02113343,589.84,0,bybit,0.021144,0.021163,FLR,FLR,0.00623578848,USDT,bybit,2000196997889656064,2260000001242402570,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021144,0.02113343,589.84,Sell,FLR-USDT,2025-07-22T09:54:23.119181Z,cf2d8556-773f-43e0-85b2-763d5a9f6d87,2025-07-22T09:54:23.080000Z
29.334921,USDT,0.27,0.02113155,1387.65,0,okex,0.02114,0.02116,FLR,FLR,0.0117339684,USDT,okex,2707026051136790528,13562197,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02114,0.02113154,1387.65,Sell,FLR-USDT,2025-07-22T09:54:23.122502Z,5c745ecf-8f54-4272-8e14-13941a0c57ad,2025-07-22T09:54:23.088000Z
41.950216,USDT,0,0.02113155,1984.40,0,okex,0.02114,0.02116,FLR,FLR,0.0167800864,USDT,okex,2707028064234938368,13562200,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02114,0.02113154,1984.40,Sell,FLR-USDT,2025-07-22T09:55:23.112438Z,2ec30744-c2ac-462e-a735-c8233b9bd448,2025-07-22T09:55:23.083000Z
43.49528676,USDT,0,0.02114843,2055.64,0,bybit,0.021159,0.021175,FLR,FLR,0.02174764338,USDT,bybit,2000198004547781889,2260000001242404437,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021159,0.02114842,2055.64,Sell,FLR-USDT,2025-07-22T09:56:23.122030Z,a3cb58c2-81af-4936-9ccf-527efaecde2f,2025-07-22T09:56:23.083000Z
42.6141515,USDT,0,0.02116154,2012.95,0,okex,0.02117,0.02119,FLR,FLR,0.0170456606,USDT,okex,2707032090599006208,13562204,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02117,0.02116153,2012.95,Sell,FLR-USDT,2025-07-22T09:57:23.107915Z,4690a986-dd62-4bc8-adbf-671c08343d25,2025-07-22T09:57:23.078000Z
24.332652,USDT,0,0.02113858,2004.37,0,bybit,0.02115,0.021167,FLR,FLR,0.012166326,USDT,bybit,2000199011163964672,2260000001242406610,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021150,0.02113943,1150.48,Sell,FLR-USDT,2025-07-22T09:58:23.120173Z,09731cd3-c5ec-4df1-95e4-804b4349397f,2025-07-22T09:58:23.081000Z
12.3853262,USDT,0,0.02113858,2004.37,0,bybit,0.02115,0.021167,FLR,FLR,0.0061926631,USDT,bybit,2000199011163964672,2260000001242406611,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021148,0.02113743,585.65,Sell,FLR-USDT,2025-07-22T09:58:23.120228Z,c5d24e51-3036-4ae7-8da6-d0671c2c3d68,2025-07-22T09:58:23.081000Z
5.67273952,USDT,0,0.02113858,2004.37,0,bybit,0.02115,0.021167,FLR,FLR,0.00283636976,USDT,bybit,2000199011163964672,2260000001242406612,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021148,0.02113743,268.24,Sell,FLR-USDT,2025-07-22T09:58:23.120254Z,e98a5232-1612-4d21-a403-64fdf5988621,2025-07-22T09:58:23.081000Z
43.626105,USDT,0,0.02114154,2062.70,0,okex,0.02115,0.02116,FLR,FLR,0.017450442,USDT,okex,2707036117667717120,13562209,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02115,0.02114154,2062.70,Sell,FLR-USDT,2025-07-22T09:59:23.122490Z,92df8b38-beef-4212-83d5-f068539dfca0,2025-07-22T09:59:23.094000Z
44.19466744,USDT,0,0.02113743,2089.78,0,bybit,0.021148,0.021166,FLR,FLR,0.02209733372,USDT,bybit,2000200018056971520,2260000001242409055,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021148,0.02113743,2089.78,Sell,FLR-USDT,2025-07-22T10:00:23.150900Z,efe2629d-d8de-4d21-bd60-f95b5c607b46,2025-07-22T10:00:23.112000Z
43.66212404,USDT,0,0.02114643,2063.72,0,bybit,0.021157,0.02117,FLR,FLR,0.02183106202,USDT,bybit,2000200521146959104,2260000001242410094,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021157,0.02114642,2063.72,Sell,FLR-USDT,2025-07-22T10:01:23.123521Z,d44f3c89-a7ab-4ecb-b5a9-53f06e9b7780,2025-07-22T10:01:23.085000Z
13.7549958,USDT,-1.30,0.02116154,649.74,0,okex,0.02117,0.02118,FLR,FLR,0.00550199832,USDT,okex,2707042157029269504,13562220,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02117,0.02116153,649.74,Sell,FLR-USDT,2025-07-22T10:02:23.120741Z,156d2949-fbd4-4b09-9e6d-b779ea27a648,2025-07-22T10:02:23.081000Z
27.5596776,USDT,0.65,0.02115742,1301.95,0,bybit,0.021168,0.021183,FLR,FLR,0.0137798388,USDT,bybit,2000201024463439104,2260000001242411319,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021168,0.02115742,1301.95,Sell,FLR-USDT,2025-07-22T10:02:23.124281Z,7d66ae33-c003-4893-a4cf-253bab150b97,2025-07-22T10:02:23.086000Z
24.0942322,USDT,0,0.02112802,1946.26,0,bybit,0.021139,0.021152,FLR,FLR,0.0120471161,USDT,bybit,2000201527754753280,2260000001242412576,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021139,0.02112843,1139.80,Sell,FLR-USDT,2025-07-22T10:03:23.121700Z,b85b2a74-bfe0-4cc5-9a61-467b434c310c,2025-07-22T10:03:23.083000Z
17.04695148,USDT,0,0.02112802,1946.26,0,bybit,0.021139,0.021152,FLR,FLR,0.00852347574,USDT,bybit,2000201527754753280,2260000001242412577,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021138,0.02112743,806.46,Sell,FLR-USDT,2025-07-22T10:03:23.121746Z,2ff4eeef-b7c9-4893-b749-abbd3598a71d,2025-07-22T10:03:23.083000Z
40.8151306,USDT,0,0.02112155,1966.72,0,okex,0.02113,0.02115,FLR,FLR,0.01632605224,USDT,okex,2707046183661772800,13562229,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02113,0.02112155,1931.62,Sell,FLR-USDT,2025-07-22T10:04:23.115447Z,2f51dcbe-bdfd-4cb6-8d3f-1d386a077505,2025-07-22T10:04:23.085000Z
0.741663,USDT,0,0.02112155,1966.72,0,okex,0.02113,0.02115,FLR,FLR,0.0002966652,USDT,okex,2707046183661772800,13562230,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02113,0.02112155,35.10,Sell,FLR-USDT,2025-07-22T10:04:23.115504Z,6d10fff3-555c-4a64-8801-0340dc90ab36,2025-07-22T10:04:23.085000Z
42.9338655,USDT,0,0.02114154,2029.97,0,okex,0.02115,0.02116,FLR,FLR,0.0171735462,USDT,okex,2707048196827029504,13562237,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02115,0.02114154,2029.97,Sell,FLR-USDT,2025-07-22T10:05:23.113001Z,ac79a57c-2220-4e1d-99a4-2b0f7c324586,2025-07-22T10:05:23.081000Z
41.9977665,USDT,0,0.02113943,1985.71,0,bybit,0.02115,0.021167,FLR,FLR,0.02099888325,USDT,bybit,2000203037729359104,2260000001242416483,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021150,0.02113943,1985.71,Sell,FLR-USDT,2025-07-22T10:06:23.124832Z,4b81e7e0-fe3c-45ae-849d-64242767cd06,2025-07-22T10:06:23.086000Z
41.62497396,USDT,0,0.02113743,1968.27,0,bybit,0.021148,0.021164,FLR,FLR,0.02081248698,USDT,bybit,2000203542471902464,2260000001242417623,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021148,0.02113743,1968.27,Sell,FLR-USDT,2025-07-22T10:07:23.294547Z,40d46ee0-25b0-4f77-9c68-43640d3b651a,2025-07-22T10:07:23.255000Z
42.7952287,USDT,0,0.02114743,2022.65,0,bybit,0.021158,0.02117,FLR,FLR,0.02139761435,USDT,bybit,2000204044530091264,2260000001242418529,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021158,0.02114742,2022.65,Sell,FLR-USDT,2025-07-22T10:08:23.143895Z,baede930-7229-4445-857f-00c92643625c,2025-07-22T10:08:23.105000Z
42.97270188,USDT,0,0.02114543,2031.23,0,bybit,0.021156,0.021169,FLR,FLR,0.02148635094,USDT,bybit,2000204547804628224,2260000001242419948,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021156,0.02114542,2031.23,Sell,FLR-USDT,2025-07-22T10:09:23.138672Z,756210cc-8234-4eb5-8499-911782f9ad5e,2025-07-22T10:09:23.100000Z
42.922656,USDT,0,0.02114154,2029.44,0,okex,0.02115,0.02117,FLR,FLR,0.0171690624,USDT,okex,2707058264364589056,13562246,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02115,0.02114154,2029.44,Sell,FLR-USDT,2025-07-22T10:10:23.151429Z,914d29ac-b403-49be-a57e-ceaf86792db2,2025-07-22T10:10:23.117000Z
42.4584135,USDT,0,0.02114154,2007.49,0,okex,0.02115,0.02116,FLR,FLR,0.0169833654,USDT,okex,2707060276892311552,13562248,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02115,0.02114154,2007.49,Sell,FLR-USDT,2025-07-22T10:11:23.124047Z,8ee46dbe-a0b8-4fce-b7c7-774bbfff2c0e,2025-07-22T10:11:23.095000Z
44.767008,USDT,0,0.02111156,2119.65,0,okex,0.02112,0.02114,FLR,FLR,0.0179068032,USDT,okex,2707062290326003712,13562253,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02112,0.02111155,2119.65,Sell,FLR-USDT,2025-07-22T10:12:23.143244Z,deea6f42-0ee4-4352-a1ba-c89cd896b8dc,2025-07-22T10:12:23.100000Z
41.8543748,USDT,0,0.02110156,1982.68,0,okex,0.02111,0.02112,FLR,FLR,0.01674174992,USDT,okex,2707064303524814848,13562269,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02111,0.02110156,1982.68,Sell,FLR-USDT,2025-07-22T10:13:23.130601Z,d49cccb3-1899-4bef-880f-138f4b962ebe,2025-07-22T10:13:23.099000Z
45.1655968,USDT,0,0.02115154,2134.48,0,okex,0.02116,0.02117,FLR,FLR,0.01806623872,USDT,okex,2707066316857843715,13562281,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02116,0.02115154,2134.48,Sell,FLR-USDT,2025-07-22T10:14:23.131723Z,fb976e27-6399-49f0-8242-152a73b28e28,2025-07-22T10:14:23.101000Z
41.8378476,USDT,0,0.02115942,1976.28,0,bybit,0.02117,0.02118,FLR,FLR,0.0209189238,USDT,bybit,2000207567711896832,2260000001242426254,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021170,0.02115942,1976.28,Sell,FLR-USDT,2025-07-22T10:15:23.140785Z,3b07fdad-fb1e-419a-af48-f2877a066db7,2025-07-22T10:15:23.102000Z
19.67681811,USDT,0,0.02113789,2026.36,0,bybit,0.021149,0.02117,FLR,FLR,0.009838409055,USDT,bybit,2000208072697709824,2260000001242428192,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021149,0.02113843,930.39,Sell,FLR-USDT,2025-07-22T10:16:23.339402Z,8224578d-8e6b-4108-bd6f-6ab4a7b6ecbf,2025-07-22T10:16:23.301000Z
23.17757356,USDT,0,0.02113789,2026.36,0,bybit,0.021149,0.02117,FLR,FLR,0.01158878678,USDT,bybit,2000208072697709824,2260000001242428193,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021148,0.02113743,1095.97,Sell,FLR-USDT,2025-07-22T10:16:23.339431Z,f291bbeb-5d31-48b1-8954-d4c1b582768a,2025-07-22T10:16:23.301000Z
42.36130808,USDT,0,0.02114343,2002.52,0,bybit,0.021154,0.021172,FLR,FLR,0.02118065404,USDT,bybit,2000208574353245440,2260000001242429644,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021154,0.02114342,2002.52,Sell,FLR-USDT,2025-07-22T10:17:23.141562Z,77d12cbb-570e-4257-b440-66ebd6d40063,2025-07-22T10:17:23.103000Z
16.0058472,USDT,0.86,0.02115154,756.42,0,okex,0.02116,0.02117,FLR,FLR,0.00640233888,USDT,okex,2707074369887969280,13562293,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.02116,0.02115154,756.42,Sell,FLR-USDT,2025-07-22T10:18:23.127669Z,c9e667bb-6d4b-4f5e-b824-1e01a70925c6,2025-07-22T10:18:23.099000Z
13.57925896,USDT,-0.50,0.02115442,1283.12,0,bybit,0.021166,0.021185,FLR,FLR,0.00678962948,USDT,bybit,2000209077678114048,2260000001242430932,87526ab1-e9a2-4d6e-920f-ab05c399ea9a,0.021166,0.02115542,641.56,Sell,FLR-USDT,2025-07-22T10:18:23.141845Z,5a160fb6-c5b0-470f-9c2b-c92e2dc7909c,2025-07-22T10:18:23.103000Z
